accZ,accX,acc_time,accY
-0.07715868830680847,-0.009024409912526609,14.856395041686483,0.019567076778039337
-0.07297325134277344,0.002669299626722932,14.975953041692264,0.003360449653118849
-0.026886127972975373,-0.07178334295749665,15.08554804167943,-0.026803892366588117
0.03789320080541075,15.205107041692827,-0.004285141127184033,-0.08450103700160981
15.314702041679993,0.048954981649294495,0.03996262178756297,-0.06608581602573395
5.599622614681721e-05,15.42429704166716,0.0281462577637285,-0.06235236883163452
0.011411590520292522,15.543856041680556,-0.07342290222644807,0.010584912998601795
0.0007055031135678292,-0.009313810542225838,-0.05965095520019532,15.653451041667722
-0.06715089549310506,-0.03494763851165772,-0.06134462862275541,17.845367791655008
-0.06382406732998788,17.96492779167602,-0.03582906058989466,-0.0743245428800583
-0.07473189281299711,-0.04742541398853064,-0.07733410477638245,18.0745237916708
0.004469602508470416,0.07115957295522093,0.6708645004034043,18.18411979166558
-0.0017845884896814824,0.34468773476779463,0.4649243956804276,18.293716791667975
0.1396416784543544,-0.07576648453250527,-0.09176912605762483,18.41327579168137
-0.1439246634207666,-0.024193987660109998,-0.10195965349674226,18.522872791683767
-0.1322527804411948,-0.08009691417217255,-0.05763171063736081,18.642432791704778
0.07477420290000737,18.75202879169956,-0.02979445994831622,-0.09400919437408448
-0.06371279664337635,0.07284035509452225,-0.08442794680595399,18.86162458336912
0.08667194372043013,18.981184583331924,0.013553041890263557,-0.07619799077510835
0.005455744564533234,0.000323725612834096,-0.06693190813064576,19.09078158333432
19.2003775833291,0.01964306317269802,0.008024545172229409,-0.07262300312519074
0.01226051487028599,-0.07813880042172969,-0.04839798867702484,19.31993758335011
-0.20015980314463377,19.429534583352506,-0.003993739653378725,-0.020923091769218447
-0.06489398902282119,0.05781339459121228,-0.05864464938640595,19.549094583373517
-0.0007476944290101528,19.658690583368298,-0.06624301476404071,-0.06253246307373048
-0.07599099934101106,19.7782505833311,0.003468897230923176,-0.029347659582272173
-0.006778494380414486,-0.07869007408618928,0.020410163048654794,19.88784754165681
-0.07241601169109345,20.00740754167782,0.03916818617843092,0.02304560364224017
0.00041292306035757066,-0.05954161226749421,0.023322880435734987,20.117004541680217
0.029991090847179293,-0.05729920506477356,20.226600541674998,-0.04638591608963907
0.015092211775481701,0.02044461593963206,-0.07408422231674194,20.346161541703623
0.004523597890511155,-0.08321406483650208,-0.005111169973388315,20.455757541698404
20.5653545417008,0.007818796271458268,-0.041791283665224915,-0.10864594459533691
0.13949000716209412,0.492434960603714,20.714804541668855,-0.055998720349743965
0.6799086812138557,-0.37492726832628254,0.42751741826534273,21.940298791683745
0.6825868521630765,22.059858791704755,-1.2497049361467363,-0.031535203456878665
-0.08746352881193162,-0.6642998313903808,0.6790915328264236,22.16945579170715
0.2485408714413643,-0.9425039932876825,-0.24564913094043733,22.289016791677568
-0.15782570600509643,-0.5576068568229675,-0.2345931242220104,22.398613791679963
-0.06590630650520325,0.3111087101697922,-0.22825883550569417,22.50821079168236
0.22226048760116102,0.06351713418960572,0.0079736652597785,22.62777079170337
0.028582542277872564,-0.18803943872451784,-0.028801630139350894,22.747331791673787
0.0008876530174165965,-0.0022801400162279608,-0.10931778967380525,22.866892666672356
-0.08791171789169312,0.003053132789209485,22.976489666674752,-0.004706113245338202
-0.03197783768177033,-0.07295454025268555,0.00742542483843863,23.086086666677147
-0.009154145009815694,-0.06772011280059814,-0.0010909077152609825,23.205647666705772
0.015352677823975683,-0.06262894213199616,0.00831706127151847,23.315244666708168
0.021739025032147766,-0.07774867236614227,0.034745873026549814,23.434805666678585
0.011483164094388485,-0.062785062789917,0.02878679282963276,23.54440266668098
-0.055604681968688965,0.014110117089003326,23.65400066669099,-0.030422971677035095
0.00787169530056417,-0.07026657521724701,-0.03797510750591755,23.773560666653793
0.00323471624404192,-0.07370122969150543,-0.005415682001039386,23.883158041688148
-0.07505252122879029,-0.0183700420986861,24.002719041658565,0.017524342853575944
-0.025378560461103917,-0.07131439626216889,-0.007561765462160111,24.11231604166096
-0.0031239480525255205,-0.06474095642566681,-0.03692969843745232,24.231877041689586
-0.05799853205680847,-0.04498813005164266,24.351438041660003,0.0058067054115235805
-0.07430407762527466,-0.040190462199971085,24.480962041707244,-0.007813524641096593
-0.016606805082410574,-0.019344105999916792,24.590560041659046,-0.07834041059017181
0.013108872771263123,24.71012104168767,0.004514479888603091,-0.050789499878883364
-0.08041207909584046,-0.004691202845424414,24.81971933337627,0.07635142536833883
-0.0669412636756897,-0.025416804905980826,24.929317333328072,-0.005473231393843889
